	University	Pedestrian	Neighbourhood	City	County	State	Country	Country_code	Road	Postcode	Footway	Suburb	Address29	Cycleway	Clothes	House_number	Hamlet	School	Town	Locality	Parking	Hospital	Village	Museum	College	Park	Convenience	Library	Attraction	Residential	Bicycle_parking	Building	City_district	Industrial	Commercial	Station	University	Subject	Stipend	LW Ratio	Academic Year	Program Year
4602	Carnegie Mellon University Silicon Valley				Santa Clara County	California	USA	us	South Akron Road	94035-0016																								ARC			Carnegie Mellon University 	Materials Science and Engineering	27900	1.62	2014-2015	4th
4603	California Institute of Technology	San Pasqual Walk	Madison Heights	Pasadena	Los Angeles County	California	USA	us		91126																											California Institute of Technology 	Bioengineering	30000	1.27	2013-2014	2nd
4604				West Lafayette	Tippecanoe County	Indiana	USA	us	Central Drive	47907						500												Siegesmund Engineering Library									Purdue University - West Lafayette	Mathematics	17000	0.94	2014-2015	4th
4605	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	24000	1.14	2014-2015	2nd
4606	UCSD		University Center	San Diego	San Diego County	California	USA	us	Gilman Drive	92093		Torrey Pines				9500																					University of California - San Diego 	Mechanical and Aerospace Engineering	27297	1.15	2014-2015	4th
4607	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	6th and up
4608	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	5th
4609	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	3rd
4610	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	4th
4611	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	2nd
4612	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	Materials Science and Engineering	21658	1.03	2014-2015	1st
4613	Georgia Tech	Atlantic Drive Northwest	Bellwood	Atlanta	Fulton County	Georgia	USA	us		30318		Rockdale																									Georgia Institute of Technology 	materials science engineering	21400	1.02	2014-2015	1st
4614	UCSD		University Center	San Diego	San Diego County	California	USA	us	Gilman Drive	92093		Torrey Pines				9500																					University of California - San Diego 	Mechanical and Aerospace Engineering	30000	1.27	2011-2012	1st
4615	Yale University			West Haven	New Haven County	Connecticut	USA	us	West Campus Drive	06516																											Yale University 	Economics	34000	1.55	2014-2015	2nd
4616	Tufts University				Middlesex County	Massachusetts	USA	us	Upper Campus Road	02144-1399									Medford																		Tufts University 	Molecular Microbiology	31340	1.23	2014-2015	1st
4617	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	Rossier School of Education: PhD	25000	1.06	2013-2014	1st
4618	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	Bioengineering	23000	1.15	2014-2015	5th
4619				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Biochemistry	27980	1.46	2014-2015	3rd
4620				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Interdepartmental moleculer and biomedical sciences 	28600	1.49	2014-2015	5th
4621				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	IMBS	29000	1.51	2014-2015	1st
4622	University of Washington		Montlake	Seattle	King County	Washington	USA	us	Jefferson Road Northeast	98195-2350		University District																									University of Washington 	Chemistry	26400	1.32	2014-2015	5th
4623	University of Iowa			Iowa City	Johnson County	Iowa	USA	us	Hawkeye Court	52246																											University of Iowa 	Microbiology	26000	1.46	2014-2015	2nd
4624				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Biochemistry	29000	1.51	2014-2015	6th and up
4625					Santa Barbara County	California	USA	us		93106									Isla Vista	UCSB																	University of California - Santa Barbara 	Chemical Engineering	31125	1.27	2014-2015	1st
4626				College Township	Centre County	Pennsylvania	USA	us	Air Quality Lane	16803		University Park																	Air Quality Learning and Demonstration Center								Pennsylvania State University 	Chemistry	20500	1.11	2014-2015	2nd
4627	UCSD		University Center	San Diego	San Diego County	California	USA	us	Gilman Drive	92093		Torrey Pines				9500																					University of California - San Diego 	Mathematics	20500	0.87	2013-2014	4th
4628	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Chemistry	26700	1.42	2014-2015	2nd
4629					Santa Barbara County	California	USA	us		93106									Isla Vista	UCSB																	University of California - Santa Barbara 	Materials	34000	1.38	2013-2014	5th
4630	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	mechanical engineering	27000	1.13	2014-2015	1st
4631				Houston	Harris County	Texas	USA	us	Baylor Plaza	77030						1																Baylor College of Medicine					Baylor College of Medicine	Neuroscience	28980	1.51	2014-2015	4th
4632	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Biology	29800	1.58	2014-2015	4th
4633				Washington		D.C.	USA	us	Michigan Avenue Northeast	20018																		John K. Mullen of Denver Memorial Library									The Catholic University of America	Politics	12850	0.45	2011-2012	4th
4634				Washington		D.C.	USA	us	Michigan Avenue Northeast	20018																		John K. Mullen of Denver Memorial Library									The Catholic University of America	Politics	12850	0.45	2010-2011	3rd
4635				Washington		D.C.	USA	us	Michigan Avenue Northeast	20018																		John K. Mullen of Denver Memorial Library									The Catholic University of America	Politics	11850	0.42	2009-2010	2nd
4636				Washington		D.C.	USA	us	Michigan Avenue Northeast	20018																		John K. Mullen of Denver Memorial Library									The Catholic University of America	Politics	11850	0.42	2008-2009	1st
4637	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Immunology	34500	1.83	2014-2015	1st
4638	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Medical Physics	2050	0.11	2014-2015	3rd
4639	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	School of Environment	29419	1.56	2014-2015	2nd
4640	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Sociology	27080	1.44	2014-2015	1st
4641	Stanford University				Santa Clara County	California	USA	us	Palm Drive	94305-6015							Stanford																				Stanford University 	Psychology	33200	1.33	2014-2015	5th
4642	Duke University	Union Circle	Trinity Heights	Durham	Durham County	North Carolina	USA	us																													Duke University 	Molecular Genetics and Microbiology (MGM)	29420	1.56	2014-2015	1st
4643	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Neuroscience	29850	1.42	2012-2013	6th and up
4644			University City	Philadelphia	Philadelphia County	Pennsylvania	USA	us	South Street	19104						3260								Penn Museum													University of Pennsylvania	electrical & systems	28000	1.33	2013-2014	6th and up
4645				Urbana	Champaign County	Illinois	USA	us	South Mathews Avenue	61801											B-3																University of Illinois - Urbana- Champaign 	Chemistry	27300	1.58	2014-2015	1st
4646				Princeton	Mercer County	New Jersey	USA	us	University Place	08540											Lot 9																Princeton University	Religion	18960	0.87	2012-2013	5th
4647				Princeton	Mercer County	New Jersey	USA	us	University Place	08540											Lot 9																Princeton University	Religion	24960	1.14	2010-2011	5th
4648				Princeton	Mercer County	New Jersey	USA	us	University Place	08540											Lot 9																Princeton University	Religion	24960	1.14	2011-2012	5th
4649	University of Southern California	Watt Way	Adams Normandie Historic District	LA	Los Angeles County	California	USA	us		90089		Saint James Park																									University of Southern California 	school of education	35000	1.48	2011-2012	4th
4650			La Jolla Farms	San Diego	San Diego County	California	USA	us	North Torrey Pines Road	92093-0068		Torrey Pines	Scripps Research Institute			10666																					Scripps Research Institute 	Biology	25000	1.06	2002-2003	4th
4651	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Biochemistry, Cell and Developmental Biology	24000	1.14	2009-2010	5th
4652			University City	Philadelphia	Philadelphia County	Pennsylvania	USA	us	South Street	19104						3260								Penn Museum													University of Pennsylvania	Biomedical Graduate Studies - Neuroscience	28500	1.36	2009-2010	4th
4653	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Neuroscience	24000	1.14	2010-2011	6th and up
4654	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	Psychology	20000	0.95	2011-2012	4th
4655	UC Berkeley			Oakland	Alameda County	California	USA	us	Centennial Drive	94720-1076																											University of California - Berkeley	chemistry	23000	0.96	2009-2010	5th
4656	Emory University		Emory Highlands		DeKalb County	Georgia	USA	us	Gambrell Drive Northeast	30322		Oakhurst											North Decatur														Emory University	GDBBS	25000	1.19	2010-2011	5th
4657	UNC-Chapel Hill				Orange County	North Carolina	USA	us	Ehringhaus Drive	275199									Chapel Hill																		University of North Carolina - Chapel Hill 	Epidemiology	19000	1.01	2014-2015	4th
4658	University of Wisconsin-Madison		Oakland Heights	Madison	Dane County	Wisconsin	USA	us		53726				Howard Temin Lakeshore Path																							University of Wisconsin - Madison 	Geography	13000	0.66	2014-2015	4th
